Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_MAD,Current_Price_USD,Current_Price_MAD,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count,Product_Year,Price_Diff
2026-05-04,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1002.97,9327.62,16.3,Unknown,In Stock,4.4,1605,1970-01-01 00:00:00.000002026,196.02999999999997
2025-07-31,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,18590.7,1472.05,13690.07,26.4,Unknown,Out of Stock,3.9,2299,1970-01-01 00:00:00.000002025,526.95
2025-02-22,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.7,457.49,4254.66,54.2,Unknown,Out of Stock,4.2,5463,1970-01-01 00:00:00.000002025,541.51
2026-01-06,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.7,837.39,7787.73,1.4,Unknown,Low Stock,4.5,831,1970-01-01 00:00:00.000002026,11.610000000000014
2023-04-30,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1876.44,17450.89,6.1,Unknown,In Stock,4.7,2632,1970-01-01 00:00:00.000002023,122.55999999999995
2026-04-12,Flipkart,Watch,Apple Watch Series X (45mm),New,429,3989.7,327.67,3047.33,23.6,Unknown,In Stock,4.8,1028,1970-01-01 00:00:00.000002026,101.32999999999998
2024-10-03,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,11150.7,933.05,8677.36,22.2,Unknown,In Stock,4.5,2826,1970-01-01 00:00:00.000002024,265.95000000000005
2026-06-20,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1582.77,14719.76,20.8,Unknown,Low Stock,4.2,2526,1970-01-01 00:00:00.000002026,416.23
2023-09-24,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,18590.7,1393.44,12958.99,30.3,Unknown,Low Stock,4.1,498,1970-01-01 00:00:00.000002023,605.56
2024-10-19,Amazon,iPhone,iPhone 16 128GB,New,799,7430.7,789.57,7343.0,1.2,Unknown,In Stock,4.4,107,1970-01-01 00:00:00.000002024,9.42999999999995
2025-09-03,Amazon,iPhone,iPhone 15 128GB,New,799,7430.7,695.11,6464.52,13.0,Unknown,In Stock,4.7,1005,1970-01-01 00:00:00.000002025,103.88999999999999
2025-02-23,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,801.23,7451.44,19.8,Unknown,In Stock,4.4,4323,1970-01-01 00:00:00.000002025,197.76999999999998
2023-08-30,Flipkart,Watch,Apple Watch Ultra,Renewed/Refurbished,799,7430.7,566.02,5263.99,29.2,Unknown,In Stock,3.9,1703,1970-01-01 00:00:00.000002023,232.98000000000002
2022-01-11,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,332.34,3090.76,22.5,Unknown,Out of Stock,4.8,1782,1970-01-01 00:00:00.000002022,96.66000000000003
2021-01-09,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,424.71,3949.8,1.0,Unknown,In Stock,4.8,199,1970-01-01 00:00:00.000002021,4.2900000000000205
2024-07-04,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,1094.88,10182.38,8.7,Unknown,Out of Stock,4.4,886,1970-01-01 00:00:00.000002024,104.11999999999989
2025-10-27,Amazon,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.7,492.57,4580.9,38.4,Unknown,Out of Stock,4.5,1607,1970-01-01 00:00:00.000002025,306.43
2024-10-10,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.7,518.92,4825.96,35.099999999999994,Great Indian Festival,In Stock,4.3,1183,1970-01-01 00:00:00.000002024,280.08000000000004
2025-11-10,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.7,218.85,2035.31,63.5,Great Indian Festival,In Stock,4.0,4808,1970-01-01 00:00:00.000002025,380.15
2023-04-02,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,1085.04,10090.87,9.5,Unknown,In Stock,4.8,1874,1970-01-01 00:00:00.000002023,113.96000000000004
2023-11-16,Amazon,iPhone,iPhone 15 128GB,New,799,7430.7,786.67,7316.03,1.5,Unknown,Out of Stock,4.3,218,1970-01-01 00:00:00.000002023,12.330000000000041
2024-05-16,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1903.11,17698.92,4.8,Unknown,In Stock,4.7,2426,1970-01-01 00:00:00.000002024,95.8900000000001
2022-07-05,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,328.58,3055.79,0.1,Unknown,In Stock,4.3,1271,1970-01-01 00:00:00.000002022,0.4200000000000159
2025-10-04,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,18590.7,1399.25,13013.03,30.0,Unknown,In Stock,4.0,753,1970-01-01 00:00:00.000002025,599.75
2021-08-17,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,7430.7,588.67,5474.63,26.3,Unknown,In Stock,4.0,385,1970-01-01 00:00:00.000002021,210.33000000000004
2025-01-11,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.7,766.87,7131.89,30.2,Unknown,In Stock,4.2,887,1970-01-01 00:00:00.000002025,332.13
2022-07-21,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,1208.35,11237.66,-0.8,Unknown,Out of Stock,4.2,1425,1970-01-01 00:00:00.000002022,-9.349999999999909
2026-02-15,Flipkart,iPhone,iPhone 13 128GB,New,799,7430.7,471.58,4385.69,41.0,Unknown,Low Stock,4.8,3946,1970-01-01 00:00:00.000002026,327.42
2026-03-13,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1874.34,17431.36,6.2,Unknown,In Stock,4.7,2184,1970-01-01 00:00:00.000002026,124.66000000000008
2022-02-11,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.7,467.92,4351.66,21.9,Unknown,In Stock,4.3,1260,1970-01-01 00:00:00.000002022,131.07999999999998
2022-08-18,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,600.09,5580.84,-0.2,Unknown,In Stock,4.8,772,1970-01-01 00:00:00.000002022,-1.0900000000000318
2022-10-23,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,1078.89,10033.68,10.0,Unknown,In Stock,4.9,1169,1970-01-01 00:00:00.000002022,120.1099999999999
2021-12-14,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,423.71,3940.5,1.2,Unknown,In Stock,4.7,156,1970-01-01 00:00:00.000002021,5.2900000000000205
2024-11-29,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,18590.7,1290.98,12006.11,35.4,Black Friday,In Stock,4.1,1882,1970-01-01 00:00:00.000002024,708.02
2025-06-07,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,10220.7,1079.99,10043.91,1.7000000000000002,Unknown,In Stock,4.8,994,1970-01-01 00:00:00.000002025,19.00999999999999
2022-06-27,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,603.96,5616.83,-0.8,Unknown,In Stock,4.4,241,1970-01-01 00:00:00.000002022,-4.960000000000036
2026-07-25,Amazon,Mac,MacBook Air M3 256GB,New,1099,10220.7,894.82,8321.83,18.6,Unknown,In Stock,4.8,3473,1970-01-01 00:00:00.000002026,204.17999999999995
2024-12-10,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,1512.14,14062.9,24.4,Big Billion Days,Low Stock,4.7,1813,1970-01-01 00:00:00.000002024,486.8599999999999
2025-08-12,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,895.63,8329.36,10.3,Unknown,In Stock,4.6,1026,1970-01-01 00:00:00.000002025,103.37
2026-06-23,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,7895.7,584.64,5437.15,31.1,Unknown,In Stock,4.5,1480,1970-01-01 00:00:00.000002026,264.36
2024-12-09,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.7,195.56,1818.71,54.400000000000006,Unknown,Out of Stock,4.2,2834,1970-01-01 00:00:00.000002024,233.44
2024-09-15,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,1008.49,9378.96,-0.8999999999999999,Unknown,In Stock,4.5,263,1970-01-01 00:00:00.000002024,-9.490000000000009
2022-06-25,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,325.78,3029.75,24.1,Unknown,In Stock,4.5,1013,1970-01-01 00:00:00.000002022,103.22000000000003
2025-03-27,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,333.47,3101.27,22.3,Unknown,In Stock,4.6,2894,1970-01-01 00:00:00.000002025,95.52999999999997
2024-01-10,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,735.0,6835.5,38.7,Big Billion Days,Out of Stock,4.3,3950,1970-01-01 00:00:00.000002024,464.0
2024-01-11,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,798.81,7428.93,20.0,Unknown,In Stock,4.3,1788,1970-01-01 00:00:00.000002024,200.19000000000005
2024-06-11,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,199.29,1853.4,39.4,Unknown,Out of Stock,4.3,4122,1970-01-01 00:00:00.000002024,129.71
2025-04-11,Amazon,Watch,Apple Watch Ultra,New,799,7430.7,493.66,4591.04,38.2,Unknown,Out of Stock,4.6,3771,1970-01-01 00:00:00.000002025,305.34
2025-03-15,Amazon,Watch,Apple Watch Ultra,New,799,7430.7,608.23,5656.54,23.9,Unknown,In Stock,4.8,2509,1970-01-01 00:00:00.000002025,190.76999999999998
2026-12-02,Flipkart,Watch,Apple Watch Series X (45mm),New,429,3989.7,328.0,3050.4,23.5,Unknown,In Stock,4.2,1711,1970-01-01 00:00:00.000002026,101.0
2023-11-29,Flipkart,Mac,MacBook Air M1 256GB,New,999,9290.7,610.63,5678.86,38.9,Black Friday,Out of Stock,4.8,2876,1970-01-01 00:00:00.000002023,388.37
2024-11-14,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,1007.33,9368.17,16.0,Unknown,In Stock,4.6,2856,1970-01-01 00:00:00.000002024,191.66999999999996
2024-04-30,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.7,159.05,1479.17,51.7,Unknown,In Stock,3.9,1437,1970-01-01 00:00:00.000002024,169.95
2022-07-17,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,3989.7,272.69,2536.02,36.4,Prime Day,Low Stock,4.6,1550,1970-01-01 00:00:00.000002022,156.31
2021-05-31,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,993.1,9235.83,0.6,Unknown,In Stock,4.8,641,1970-01-01 00:00:00.000002021,5.899999999999977
2026-01-18,Flipkart,iPhone,iPhone 16 128GB,New,799,7430.7,687.05,6389.57,14.000000000000002,Unknown,In Stock,4.8,1534,1970-01-01 00:00:00.000002026,111.95000000000005
2024-09-11,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,810.46,7537.28,18.9,Unknown,In Stock,4.8,2380,1970-01-01 00:00:00.000002024,188.53999999999996
2025-03-31,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.7,699.73,6507.49,12.4,Unknown,In Stock,4.3,2581,1970-01-01 00:00:00.000002025,99.26999999999998
2022-04-25,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.7,486.17,4521.38,39.2,Unknown,In Stock,4.1,1949,1970-01-01 00:00:00.000002022,312.83
2025-11-29,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.7,626.44,5825.89,43.0,Black Friday,Low Stock,4.1,2069,1970-01-01 00:00:00.000002025,472.55999999999995
2024-11-20,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,852.39,7927.23,14.7,Black Friday,Out of Stock,4.4,575,1970-01-01 00:00:00.000002024,146.61
2021-09-24,Flipkart,Mac,MacBook Air M1 256GB,New,999,9290.7,994.31,9247.08,0.5,Unknown,In Stock,4.8,1315,1970-01-01 00:00:00.000002021,4.690000000000055
2025-10-30,Flipkart,iPhone,iPhone 12 64GB,New,799,7430.7,469.87,4369.79,41.2,Unknown,In Stock,4.8,3583,1970-01-01 00:00:00.000002025,329.13
2026-05-31,Amazon,iPhone,iPhone 15 128GB,New,799,7430.7,595.59,5538.99,25.5,Unknown,In Stock,4.3,3430,1970-01-01 00:00:00.000002026,203.40999999999997
2026-06-24,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,10220.7,1013.9,9429.27,7.7,Unknown,In Stock,4.4,1119,1970-01-01 00:00:00.000002026,85.10000000000002
2025-04-19,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.7,557.83,5187.82,30.2,Unknown,In Stock,4.4,776,1970-01-01 00:00:00.000002025,241.16999999999996
2024-11-12,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,995.04,9253.87,17.0,Unknown,In Stock,4.4,1566,1970-01-01 00:00:00.000002024,203.96000000000004
2022-04-12,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,3989.7,272.64,2535.55,36.4,Unknown,In Stock,4.2,906,1970-01-01 00:00:00.000002022,156.36
2025-06-19,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,894.46,8318.48,10.5,Unknown,Low Stock,4.9,1681,1970-01-01 00:00:00.000002025,104.53999999999996
2024-01-15,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,354.54,3297.22,40.8,Unknown,In Stock,4.3,5112,1970-01-01 00:00:00.000002024,244.45999999999998
2023-10-23,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.7,812.58,7556.99,-1.7000000000000002,Unknown,Out of Stock,4.6,166,1970-01-01 00:00:00.000002023,-13.580000000000041
2024-01-18,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,1997.11,18573.12,0.1,Unknown,Low Stock,4.3,492,1970-01-01 00:00:00.000002024,1.8900000000001
2026-05-17,Flipkart,iPhone,iPhone 17 128GB,New,849,7895.7,834.0,7756.2,1.7999999999999998,Unknown,In Stock,4.9,1080,1970-01-01 00:00:00.000002026,15.0
2025-10-15,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,634.36,5899.55,47.1,Big Billion Days,In Stock,4.5,1871,1970-01-01 00:00:00.000002025,564.64
2026-05-23,Flipkart,Watch,Apple Watch Series X (45mm),New,429,3989.7,331.91,3086.76,22.6,Unknown,Out of Stock,4.7,3192,1970-01-01 00:00:00.000002026,97.08999999999997
2023-11-22,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1031.53,9593.23,14.000000000000002,Black Friday,Out of Stock,4.4,285,1970-01-01 00:00:00.000002023,167.47000000000003
2024-07-16,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,388.48,3612.86,9.4,Prime Day,In Stock,4.8,1419,1970-01-01 00:00:00.000002024,40.51999999999998
2022-01-04,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,2011.13,18703.51,-0.6,Unknown,Out of Stock,4.3,833,1970-01-01 00:00:00.000002022,-12.13000000000011
2026-05-07,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,712.71,6628.2,28.7,Unknown,In Stock,4.6,7092,1970-01-01 00:00:00.000002026,286.28999999999996
2025-11-21,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,814.83,7577.92,18.4,Black Friday,In Stock,4.7,1672,1970-01-01 00:00:00.000002025,184.16999999999996
2024-12-02,Flipkart,iPhone,iPhone 12 64GB,New,799,7430.7,486.18,4521.47,39.2,Unknown,Out of Stock,4.8,3420,1970-01-01 00:00:00.000002024,312.82
2024-03-18,Amazon,Mac,MacBook Air M3 256GB,New,1099,10220.7,1105.3,10279.29,-0.6,Unknown,In Stock,4.4,83,1970-01-01 00:00:00.000002024,-6.2999999999999545
2026-02-01,Flipkart,Watch,Apple Watch Ultra,New,799,7430.7,508.84,4732.21,36.3,Unknown,Low Stock,4.6,2980,1970-01-01 00:00:00.000002026,290.16
2025-09-26,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,989.26,9200.12,17.5,Unknown,In Stock,4.4,4445,1970-01-01 00:00:00.000002025,209.74
2025-11-17,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,7430.7,384.08,3571.94,51.9,Unknown,In Stock,4.0,2951,1970-01-01 00:00:00.000002025,414.92
2025-07-09,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.7,699.33,6503.77,12.5,Unknown,Low Stock,4.9,1176,1970-01-01 00:00:00.000002025,99.66999999999996
2021-12-16,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,322.87,3002.69,1.9,Unknown,In Stock,4.8,437,1970-01-01 00:00:00.000002021,6.1299999999999955
2023-11-08,Flipkart,iPhone,iPhone 14 128GB,New,799,7430.7,814.83,7577.92,-2.0,Unknown,In Stock,4.9,874,1970-01-01 00:00:00.000002023,-15.830000000000041
2026-12-05,Flipkart,Mac,MacBook Air M3 256GB,New,1099,10220.7,906.37,8429.24,17.5,Unknown,In Stock,4.8,2813,1970-01-01 00:00:00.000002026,192.63
2025-03-22,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,791.15,7357.7,20.8,Unknown,Low Stock,4.3,4299,1970-01-01 00:00:00.000002025,207.85000000000002
2025-05-18,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,896.43,8336.8,10.3,Unknown,In Stock,4.6,958,1970-01-01 00:00:00.000002025,102.57000000000005
2024-12-23,Flipkart,iPhone,iPhone 16 128GB,New,799,7430.7,801.82,7456.93,-0.4,Unknown,In Stock,4.4,207,1970-01-01 00:00:00.000002024,-2.82000000000005
2024-09-15,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1198.39,11145.03,0.1,Unknown,In Stock,4.2,1589,1970-01-01 00:00:00.000002024,0.6099999999999
2025-12-17,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.7,152.34,1416.76,53.7,Unknown,Out of Stock,4.1,7552,1970-01-01 00:00:00.000002025,176.66
2024-03-28,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,2031.43,18892.3,-1.6,Unknown,Low Stock,4.2,577,1970-01-01 00:00:00.000002024,-32.430000000000064
2025-07-09,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.7,500.06,4650.56,37.4,Unknown,In Stock,3.8,2482,1970-01-01 00:00:00.000002025,298.94
2024-12-15,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,7430.7,347.41,3230.91,56.49999999999999,Unknown,Out of Stock,4.1,6552,1970-01-01 00:00:00.000002024,451.59
2026-01-31,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,10220.7,1014.43,9434.2,7.7,Unknown,In Stock,4.8,1585,1970-01-01 00:00:00.000002026,84.57000000000005
2024-07-11,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,404.26,3759.62,32.5,Unknown,In Stock,4.5,2905,1970-01-01 00:00:00.000002024,194.74
2023-02-23,Amazon,iPhone,iPhone 13 128GB,New,799,7430.7,685.33,6373.57,14.2,Unknown,In Stock,4.4,1480,1970-01-01 00:00:00.000002023,113.66999999999996
2025-08-11,Flipkart,Mac,MacBook Air M3 256GB,New,1099,10220.7,990.81,9214.53,9.8,Unknown,In Stock,4.3,1282,1970-01-01 00:00:00.000002025,108.19000000000005
2022-12-31,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,869.35,8084.96,27.500000000000004,Unknown,In Stock,4.1,846,1970-01-01 00:00:00.000002022,329.65
2022-04-13,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,490.13,4558.21,18.2,Unknown,In Stock,4.3,1409,1970-01-01 00:00:00.000002022,108.87
2024-02-14,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,194.97,1813.22,40.7,Unknown,In Stock,4.4,1335,1970-01-01 00:00:00.000002024,134.03
2025-05-16,Amazon,iPhone,iPhone 15 128GB,New,799,7430.7,690.56,6422.21,13.6,Unknown,Out of Stock,4.3,3063,1970-01-01 00:00:00.000002025,108.44000000000005
2024-11-03,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,7430.7,462.06,4297.16,42.2,Unknown,In Stock,4.3,3048,1970-01-01 00:00:00.000002024,336.94
2024-05-17,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,1982.38,18436.13,0.8,Unknown,In Stock,4.7,445,1970-01-01 00:00:00.000002024,16.61999999999989
2023-08-01,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,789.49,7342.26,21.0,Unknown,In Stock,4.5,1941,1970-01-01 00:00:00.000002023,209.51
2024-04-10,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,312.85,2909.51,47.8,Big Billion Days,Out of Stock,4.6,4225,1970-01-01 00:00:00.000002024,286.15
2024-03-21,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,427.01,3971.19,0.5,Unknown,In Stock,4.4,418,1970-01-01 00:00:00.000002024,1.990000000000009
2024-04-16,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,1000.45,9304.19,16.6,Unknown,In Stock,4.6,5070,1970-01-01 00:00:00.000002024,198.54999999999995
2025-09-04,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,356.86,3318.8,40.400000000000006,Unknown,Out of Stock,4.6,6461,1970-01-01 00:00:00.000002025,242.14
2025-01-24,Amazon,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,10220.7,767.33,7136.17,30.2,Unknown,In Stock,4.2,1671,1970-01-01 00:00:00.000002025,331.66999999999996
2024-02-25,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.7,170.95,1589.84,48.0,Unknown,Low Stock,4.1,2164,1970-01-01 00:00:00.000002024,158.05
2024-04-03,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1208.59,11239.89,-0.8,Unknown,In Stock,4.5,453,1970-01-01 00:00:00.000002024,-9.589999999999918
2023-07-19,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,426.15,3963.2,0.7000000000000001,Unknown,In Stock,4.3,698,1970-01-01 00:00:00.000002023,2.8500000000000227
2025-06-16,Flipkart,Mac,MacBook Air M1 256GB,New,999,9290.7,601.68,5595.62,39.8,Unknown,Low Stock,4.6,7732,1970-01-01 00:00:00.000002025,397.32000000000005
2022-10-13,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,5570.7,312.74,2908.48,47.8,Great Indian Festival,In Stock,4.4,3445,1970-01-01 00:00:00.000002022,286.26
2023-07-07,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,7430.7,633.52,5891.74,20.7,Unknown,Out of Stock,4.2,1174,1970-01-01 00:00:00.000002023,165.48000000000002
2025-05-19,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,18590.7,1479.77,13761.86,26.0,Unknown,In Stock,4.4,4594,1970-01-01 00:00:00.000002025,519.23
2022-04-01,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1966.78,18291.05,1.6,Unknown,In Stock,4.7,371,1970-01-01 00:00:00.000002022,32.22000000000003
2023-02-10,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,711.69,6618.72,28.8,Great Indian Festival,In Stock,4.7,1110,1970-01-01 00:00:00.000002023,287.30999999999995
2025-10-28,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,1921.48,17869.76,3.9,Unknown,Out of Stock,4.9,3201,1970-01-01 00:00:00.000002025,77.51999999999998
2025-02-23,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,9290.7,819.78,7623.95,17.9,Unknown,In Stock,4.2,733,1970-01-01 00:00:00.000002025,179.22000000000003
2025-05-25,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,808.47,7518.77,19.1,Unknown,In Stock,4.7,3915,1970-01-01 00:00:00.000002025,190.52999999999997
2024-03-18,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,193.74,1801.78,41.1,Unknown,In Stock,4.8,2360,1970-01-01 00:00:00.000002024,135.26
2026-04-28,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,18590.7,1404.05,13057.67,29.8,Unknown,In Stock,4.1,1874,1970-01-01 00:00:00.000002026,594.95
2025-07-24,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.7,818.18,7609.07,31.8,Unknown,In Stock,4.0,3741,1970-01-01 00:00:00.000002025,380.82000000000005
2025-03-02,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.7,855.38,7955.03,22.2,Unknown,In Stock,4.4,272,1970-01-01 00:00:00.000002025,243.62
2026-03-19,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,253.61,2358.57,40.9,Unknown,Low Stock,4.7,6636,1970-01-01 00:00:00.000002026,175.39
2026-05-03,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1013.38,9424.43,15.5,Unknown,In Stock,4.6,3423,1970-01-01 00:00:00.000002026,185.62
2025-11-24,Flipkart,iPhone,iPhone 14 128GB,New,799,7430.7,431.93,4016.95,45.9,Black Friday,Low Stock,4.2,4050,1970-01-01 00:00:00.000002025,367.07
2026-02-24,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1577.0,14666.1,21.1,Unknown,Low Stock,4.6,3175,1970-01-01 00:00:00.000002026,422.0
2024-10-28,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.7,1204.37,11200.64,39.8,Unknown,In Stock,4.5,4699,1970-01-01 00:00:00.000002024,794.6300000000001
2024-02-04,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,3989.7,320.15,2977.39,25.4,Unknown,In Stock,4.0,447,1970-01-01 00:00:00.000002024,108.85000000000002
2023-05-11,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,420.9,3914.37,1.9,Unknown,In Stock,4.5,281,1970-01-01 00:00:00.000002023,8.100000000000023
2024-10-06,Amazon,Mac,MacBook Air M2 256GB,New,1199,11150.7,850.16,7906.49,29.1,Great Indian Festival,In Stock,4.3,2363,1970-01-01 00:00:00.000002024,348.84000000000003
2026-07-19,Amazon,iPhone,iPhone 14 128GB,New,799,7430.7,496.58,4618.19,37.9,Unknown,Low Stock,4.7,6366,1970-01-01 00:00:00.000002026,302.42
2024-03-18,Flipkart,iPhone,iPhone 15 128GB,New,799,7430.7,785.5,7305.15,1.7000000000000002,Unknown,In Stock,4.7,326,1970-01-01 00:00:00.000002024,13.5
